path	hits	terms	lines
tests/research/robustness/test_kuramoto_contract.py	3	neuro,neuron,kuramoto	117
tests/research/robustness/test_kuramoto_gate_runner.py	3	neuro,neuron,kuramoto	172
tests/research/robustness/test_kuramoto_no_interference.py	3	neuro,neuron,kuramoto	110
tests/research/robustness/test_kuramoto_suites.py	3	neuro,neuron,kuramoto	121
tests/research/robustness/test_null_convergence_determinism.py	3	neuro,neuron,kuramoto	82
tests/rl/test_sleep_replay_adversarial.py	3	neuro,neuron,reward	30
tests/runtime/test_control_gates_pipeline.py	3	neuro,neuron,serotonin	68
tests/runtime/test_control_platform_entrypoint.py	3	neuro,neuron,serotonin	21
tests/runtime/test_decision_telemetry_event.py	3	neuro,neuron,serotonin	87
tests/runtime/test_misanthropic_agent.py	3	neuro,neuron,reward	153
tests/runtime/test_regime_shift_adversarial.py	3	neuro,neuron,regime	25
tests/runtime/test_vlpo_filter.py	3	neuro,neuron,entropy	45
tests/sdk/mlsdm/test_mlsdm_sdk.py	3	neuro,neuron,reward	382
tests/security/test_live_server_path_traversal.py	3	neuro,neuron,binding	204
tests/strategies/test_amm_combo.py	3	neuro,neuron,kappa	23
tests/strategies/test_trading_strategies.py	3	neuro,neuron,kuramoto	153
tests/system/test_action_control.py	3	neuro,neuron,free energy	298
tests/system/test_module_orchestrator.py	3	neuro,neuron,gamma	275
tests/tacl/test_behavioral_contract.py	3	neuro,neuron,entropy	116
tests/tacl/test_physics_native_kernel.py	3	neuro,neuron,hpc	563
tests/test_cns_ontology_guard.py	3	neuro,neuron,cns	65
tests/test_conformal.py	3	neuro,neuron,hpc	19
tests/test_conformal_online.py	3	neuro,neuron,hpc	13
tests/test_core_deprecation_shims.py	3	neuro,neuron,serotonin	19
tests/test_cv.py	3	neuro,neuron,hpc	32
tests/test_ddm_adapter.py	3	neuro,neuron,dopamine	29
tests/test_drift.py	3	neuro,neuron,forman	396
tests/test_energy_validator.py	3	neuro,neuron,free energy	366
tests/test_execution.py	3	neuro,neuron,hpc	20
tests/test_l2_coherence_doc_data.py	3	ricci,entropy,regime	145
tests/test_levels.yaml	3	neuro,hpc,forman	67
tests/test_metrics.py	3	gamma,coherence,regime	38
tests/test_neuroeconomics_loop.py	3	neuro,entropy,regime	265
tests/test_replay.py	3	neuro,neuron,reward	78
tests/test_spread_kernels.py	3	neuro,ricci,phase	33
tests/test_thermo_fallback.py	3	neuro,neuron,entropy	34
tests/tools/test_secret_scanner.py	3	neuro,neuron,entropy	27
tests/unit/agent/test_thompson_sampling.py	3	neuro,neuron,reward	113
tests/unit/analytics/math_trading/test_optimal_execution.py	3	neuro,neuron,aversion	281
tests/unit/analytics/test_irreversibility_quantizers.py	3	neuro,neuron,regime	108
tests/unit/api/test_online_signal_forecaster.py	3	neuro,neuron,reward	435
tests/unit/application/runtime/test_control_gates.py	3	neuro,neuron,serotonin	178
tests/unit/application/runtime/test_server_cli.py	3	neuro,neuron,serotonin	52
tests/unit/backtest/test_engine.py	3	neuro,neuron,forman	620
tests/unit/backtest/test_monte_carlo.py	3	neuro,neuron,regime	79
tests/unit/backtest/test_performance_metrics.py	3	neuro,neuron,forman	122
tests/unit/cli/test_amm_cli.py	3	neuro,neuron,kappa	165
tests/unit/compat/test_clock_epoch_ns.py	3	neuro,neuron,forman	85
tests/unit/compat/test_hybrid_logical_clock.py	3	neuro,neuron,phase	84
tests/unit/core/test_compat.py	3	neuro,neuron,cns	260
tests/unit/core/test_core_engine.py	3	neuro,neuron,gamma	452
tests/unit/core/test_energy_model.py	3	neuro,neuron,entropy	77
tests/unit/core/test_mode_orchestrator.py	3	neuro,neuron,kappa	382
tests/unit/data/test_market_feed_generator.py	3	neuro,neuron,regime	235
tests/unit/data/test_versioning_manager.py	3	neuro,neuron,aversion	137
tests/unit/dynamics/test_motional_correlation_witness.py	3	neuro,neuron,hpc	324
tests/unit/events/test_admission_gate.py	3	neuro,neuron,phase	243
tests/unit/events/test_models.py	3	neuro,neuron,ricci	97
tests/unit/execution/test_capital_optimizer.py	3	neuro,neuron,aversion	418
tests/unit/execution/test_risk_advanced.py	3	neuro,neuron,regime	497
tests/unit/geosync/core/neuro/desensitization/test_sensory_threat.py	3	neuro,neuron,desensitization	33
tests/unit/geosync/core/neuro/nak/test_controller.py	3	neuro,neuron,reward	24
tests/unit/geosync/core/neuro/nak/test_desensitization_module.py	3	neuro,neuron,desensitization	18
tests/unit/geosync/core/neuro/serotonin/__init__.py	3	neuro,neuron,serotonin	4
tests/unit/geosync/features/test_kuramoto.py	3	neuro,neuron,kuramoto	122
tests/unit/geosync/policy/test_basal_ganglia.py	3	neuro,neuron,basal	85
tests/unit/geosync/risk/test_automated_testing.py	3	neuro,neuron,regime	539
tests/unit/inference/test_effective_depth_guard.py	3	neuro,neuron,hpc	276
tests/unit/markets/test_regime_detector.py	3	neuro,neuron,regime	121
tests/unit/modulation/test_regime_hot_swap.py	3	neuro,neuron,regime	189
tests/unit/modules/test_market_regime_analyzer.py	3	neuro,neuron,regime	156
tests/unit/neuro/test_features.py	3	neuro,neuron,entropy	47
tests/unit/neuro/test_p2_algorithm.py	3	neuro,neuron,phase	178
tests/unit/neuro/test_quantum_divergence.py	3	neuro,neuron,entropy	92
tests/unit/physics/test_T1_gravitational_coupling.py	3	neuro,neuron,kuramoto	135
tests/unit/physics/test_T2_newtonian_dynamics.py	3	neuro,neuron,free energy	104
tests/unit/physics/test_T3_conservation.py	3	neuro,neuron,regime	115
tests/unit/physics/test_T6_wave_propagation.py	3	neuro,neuron,curvature	131
tests/unit/physics/test_T7_diffusion_predictor.py	3	neuro,neuron,curvature	130
tests/unit/physics/test_T7_landauer.py	3	neuro,neuron,entropy	121
tests/unit/physics/test_cosmological_compute_bound.py	3	neuro,neuron,hpc	140
tests/unit/physics/test_relativity.py	3	neuro,neuron,gamma	88
tests/unit/physics/test_simulation_falsification.py	3	neuro,neuron,hpc	380
tests/unit/pipelines/test_smoke_e2e_pipeline.py	3	neuro,neuron,kappa	100
tests/unit/scripts/test_check_serotonin_namespace.py	3	neuro,neuron,serotonin	24
tests/unit/scripts/test_resilient_data_sync.py	3	neuro,neuron,synchronization	73
tests/unit/strategies/test_fete_engine.py	3	neuro,neuron,entropy	60
tests/unit/strategies/test_trading_strategies.py	3	neuro,neuron,kuramoto	138
tests/unit/test_accelerator_masterclass.py	3	neuro,neuron,synchronization	158
tests/unit/test_accelerator_telemetry.py	3	neuro,neuron,synchronization	237
tests/unit/test_agent_evaluator.py	3	neuro,neuron,forman	135
tests/unit/test_backtest_resampling.py	3	neuro,neuron,forman	89
tests/unit/test_cache_system.py	3	neuro,neuron,gamma	196
tests/unit/test_geosync_cli.py	3	neuro,neuron,aversion	330
tests/unit/test_indicator_cache.py	3	neuro,neuron,kuramoto	177
tests/unit/test_indicators_base.py	3	neuro,neuron,regime	154
tests/unit/test_indicators_hurst.py	3	neuro,neuron,forman	123
tests/unit/test_indicators_physics.py	3	neuro,neuron,regime	186
tests/unit/test_multifractal_opt.py	3	neuro,neuron,hpc	59
tests/unit/test_numeric_accelerators.py	3	neuro,neuron,synchronization	211
tests/unit/test_strategy_sandbox.py	3	neuro,neuron,forman	79
tests/unit/validation/test_physics_validator.py	3	neuro,neuron,entropy	462
tools/audit/complexity_pressure.py	3	neuro,neuron,hpc	287
tools/audit/render_stats_md.py	3	neuro,neuron,serotonin	43
tools/audit/serotonin_test_stats.py	3	neuro,neuron,serotonin	39
tools/audit/thermo_test_stats.py	3	neuro,neuron,hpc	38
tools/compliance/secret_scanner.py	3	neuro,neuron,entropy	234
tools/migrate_dopamine_config.py	3	neuro,neuron,dopamine	157
tools/performance/__init__.py	3	neuro,neuron,forman	6
tools/performance/validate_budgets.py	3	neuro,neuron,forman	177
tools/production_gates/validator.py	3	neuro,neuron,forman	368
tools/quality/brand_consistency.py	3	neuro,neuron,kuramoto	549
tools/release/conventional_changelog.py	3	neuro,neuron,forman	200
tools/testing/orchestrator.py	3	neuro,neuron,forman	368
tools/testing/performance_tracker.py	3	neuro,neuron,forman	321
tools/validate_dopamine_config.py	3	neuro,neuron,dopamine	187
tools/vendor/fpma/generators/init_repo.py	3	neuro,neuron,forman	283
utils/change_point.py	3	neuro,neuron,regime	58
.claude/pr_proofs/PROOF_SCHEMA.yaml	2	neuro,neuron	33
admin/__init__.py	2	neuro,neuron	6
admin/api.py	2	neuro,neuron	174
analytics/_config_sanitizer.py	2	neuro,neuron	73
analytics/code_health/__init__.py	2	neuro,neuron	32
analytics/code_health/aggregator.py	2	neuro,neuron	418
analytics/code_health/analyzers.py	2	neuro,neuron	487
analytics/code_health/models.py	2	neuro,neuron	136
analytics/code_health/widgets.py	2	neuro,neuron	37
analytics/demos/__init__.py	2	neuro,neuron	4
analytics/fpma/__init__.py	2	neuro,neuron	3
analytics/fpma/src/__init__.py	2	neuro,neuron	3
analytics/fpma/src/adapters/__init__.py	2	neuro,neuron	3
analytics/fpma/src/ports/__init__.py	2	neuro,neuron	3
analytics/fpma/tests/__init__.py	2	neuro,neuron	3
analytics/liquidity_impact.py	2	neuro,neuron	389
analytics/math_trading/portfolio_rebalancing.py	2	neuro,neuron	448
analytics/portfolio_risk.py	2	neuro,neuron	472
analytics/regime/__init__.py	2	neuro,neuron	3
analytics/regime/src/__init__.py	2	neuro,neuron	3
analytics/regime/src/adapters/__init__.py	2	neuro,neuron	3
analytics/regime/src/consensus/__init__.py	2	neuro,neuron	16
analytics/regime/src/ports/__init__.py	2	neuro,neuron	3
analytics/regime/tests/__init__.py	2	neuro,neuron	3
analytics/signals/convergence.py	2	neuro,neuron	292
analytics/signals/irreversibility_adapter.py	2	neuro,neuron	64
analytics/signals/news_sentiment.py	2	neuro,neuron	453
analytics/signals/tests/test_convergence.py	2	neuro,neuron	89
analytics/signals/tests/test_igs_core.py	2	neuro,neuron	35
analytics/signals/tests/test_igs_quantizer.py	2	neuro,neuron	15
analytics/signals/tests/test_igs_streaming.py	2	neuro,neuron	54
analytics/signals/tests/test_news_sentiment.py	2	neuro,neuron	279
analytics/staging/__init__.py	2	neuro,neuron	20
analytics/tests/test_liquidity_impact_model.py	2	neuro,neuron	154
analytics/tests/test_portfolio_risk.py	2	neuro,neuron	127
analytics/tests/test_runner_safety.py	2	neuro,neuron	82
analytics/tests/test_tca.py	2	neuro,neuron	165
analytics/tracking.py	2	neuro,neuron	459
application/__init__.py	2	neuro,neuron	75
application/api/__init__.py	2	neuro,neuron	38
application/api/authorization.py	2	neuro,neuron	171
application/api/debug.py	2	neuro,neuron	57
application/api/errors.py	2	neuro,neuron	252
application/api/graphql_api.py	2	neuro,neuron	122
application/api/idempotency.py	2	neuro,neuron	140
application/api/metrics.py	2	neuro,neuron	181
application/api/middleware/__init__.py	2	neuro,neuron	9
application/api/middleware/access_log.py	2	neuro,neuron	235
application/api/middleware/prometheus.py	2	neuro,neuron	89
application/api/rate_limit.py	2	neuro,neuron	264
application/api/realtime.py	2	neuro,neuron	170
application/api/security.py	2	neuro,neuron	479
application/api/system_access.py	2	neuro,neuron	912
application/configuration/__init__.py	2	neuro,neuron	16
application/configuration/secure_store.py	2	neuro,neuron	524
application/microservices/__init__.py	2	neuro,neuron	32
application/microservices/backtesting.py	2	neuro,neuron	137
application/microservices/base.py	2	neuro,neuron	305
application/microservices/execution.py	2	neuro,neuron	146
application/microservices/market_data.py	2	neuro,neuron	155
application/microservices/registry.py	2	neuro,neuron	61
application/runtime/__init__.py	2	neuro,neuron	16
application/secrets/hashicorp.py	2	neuro,neuron	609
application/secrets/manager.py	2	neuro,neuron	422
application/secrets/rotation.py	2	neuro,neuron	105
application/secrets/secure_channel.py	2	neuro,neuron	140
application/secrets/vault.py	2	neuro,neuron	486
application/security/rbac.py	2	neuro,neuron	671
application/security/tls.py	2	neuro,neuron	29
application/security/two_factor.py	2	neuro,neuron	139
application/system.py	2	neuro,neuron	545
application/system_orchestrator.py	2	neuro,neuron	268
application/trading.py	2	neuro,neuron	61
apps/__init__.py	2	neuro,neuron	3
apps/risk_guardian/__init__.py	2	neuro,neuron	33
apps/risk_guardian/cli.py	2	neuro,neuron	427
apps/risk_guardian/config.py	2	neuro,neuron	214
audit/artifacts/workflow_actions.txt	2	dopamine,forman	395
audit/artifacts/workflow_permissions.txt	2	dopamine,forman	81
audit/artifacts/workflows_list.txt	2	dopamine,forman	54
backtest/events.py	2	neuro,neuron	99
backtest/execution_simulation.py	2	neuro,neuron	375
backtest/market_calendar.py	2	neuro,neuron	511
backtest/time_splits.py	2	neuro,neuron	317
backtest/transaction_costs.py	2	neuro,neuron	511
bench/bench_numeric_accelerators.py	2	neuro,neuron	445
benchmarks/_neuro_optimizer_loader.py	2	neuro,neuron	56
coherence_bridge/__init__.py	2	coherence,regime	35
coherence_bridge/docker-compose.yml	2	coherence,regime	94
coherence_bridge/generated/coherence_bridge_pb2_grpc.py	2	coherence,regime	184
config/profiles/aggressive.yaml	2	dopamine,gamma	85
config/profiles/normal.yaml	2	dopamine,gamma	85
config/thermo_config.yaml	2	cns,free energy	148
configs/gaba.yaml	2	plasticity,inhibition	11
configs/quality/job_timeouts.yaml	2	serotonin,forman	30
configs/signals/igs.yaml	2	entropy,regime	36
conftest.py	2	neuro,neuron	396
core/accelerators/__init__.py	2	neuro,neuron	8
core/agent/__init__.py	2	neuro,neuron	49
core/agent/evaluator.py	2	neuro,neuron	279
core/agent/orchestrator.py	2	neuro,neuron	361
core/agent/prompting/__init__.py	2	neuro,neuron	47
core/agent/prompting/exceptions.py	2	neuro,neuron	34
core/agent/prompting/manager.py	2	neuro,neuron	444
core/agent/prompting/models.py	2	neuro,neuron	294
core/agent/registry.py	2	neuro,neuron	89
core/agent/scheduler.py	2	neuro,neuron	918
core/altdata/__init__.py	2	neuro,neuron	40
core/altdata/compliance.py	2	neuro,neuron	91
core/altdata/drift.py	2	neuro,neuron	194
core/altdata/fusion.py	2	neuro,neuron	85
core/altdata/news.py	2	neuro,neuron	183
core/altdata/onchain.py	2	neuro,neuron	86
core/altdata/sentiment.py	2	neuro,neuron	98
core/altdata/social_listening.py	2	neuro,neuron	342
core/architecture/__init__.py	2	neuro,neuron	66
core/architecture_integrator/__init__.py	2	neuro,neuron	68
core/architecture_integrator/adapters.py	2	neuro,neuron	211
core/architecture_integrator/component.py	2	neuro,neuron	189
core/architecture_integrator/integrator.py	2	neuro,neuron	451
core/architecture_integrator/registry.py	2	neuro,neuron	186
core/architecture_integrator/validator.py	2	neuro,neuron	278
core/compat.py	2	neuro,neuron	41
core/compliance/__init__.py	2	neuro,neuron	29
core/compliance/mifid2.py	2	neuro,neuron	296
core/compliance/models.py	2	neuro,neuron	29
core/config/cli_models.py	2	neuro,neuron	436
core/config/hydra_profiles.py	2	neuro,neuron	100
core/config/postgres.py	2	neuro,neuron	54
core/config/registry.py	2	neuro,neuron	554
core/config/template_manager.py	2	neuro,neuron	57
core/cross_asset_kuramoto/engine.py	2	forman,regime	192
core/cross_asset_kuramoto/types.py	2	kuramoto,regime	91
core/data/adapters/__init__.py	2	neuro,neuron	30
core/data/adapters/alpaca.py	2	neuro,neuron	166
core/data/adapters/base.py	2	neuro,neuron	202
core/data/adapters/ccxt.py	2	neuro,neuron	143
core/data/adapters/csv.py	2	neuro,neuron	108
core/data/adapters/parquet.py	2	neuro,neuron	115
core/data/adapters/polygon.py	2	neuro,neuron	165
core/data/adapters/unified.py	2	neuro,neuron	292
core/data/asset_catalog.py	2	neuro,neuron	365
core/data/async_ingestion.py	2	neuro,neuron	909
core/data/backfill.py	2	neuro,neuron	704
core/data/catalog.py	2	neuro,neuron	204
core/data/connectors/__init__.py	2	neuro,neuron	22
core/data/connectors/market.py	2	neuro,neuron	368
core/data/dataset_contracts.py	2	neuro,neuron	192
core/data/dead_letter.py	2	neuro,neuron	537
core/data/feature_catalog.py	2	neuro,neuron	105
core/data/feature_store.py	2	neuro,neuron	1015
core/data/fingerprint.py	2	neuro,neuron	164
core/data/gap_validator.py	2	neuro,neuron	376
core/data/market_feed_storage.py	2	neuro,neuron	310
core/data/materialization.py	2	neuro,neuron	215
core/data/models.py	2	neuro,neuron	368
core/data/normalization_pipeline.py	2	neuro,neuron	377
core/data/parity.py	2	neuro,neuron	350
core/data/path_guard.py	2	neuro,neuron	143
core/data/pipeline.py	2	neuro,neuron	734
core/data/polars_pipeline.py	2	neuro,neuron	410
core/data/preprocess.py	2	neuro,neuron	297
core/data/quality_control.py	2	neuro,neuron	720
core/data/resampling.py	2	neuro,neuron	133
core/data/signal_filter.py	2	neuro,neuron	763
core/data/streaming.py	2	neuro,neuron	98
core/data/timeutils.py	2	neuro,neuron	387
core/data/validation.py	2	neuro,neuron	545
core/data/warehouses/__init__.py	2	neuro,neuron	30
core/data/warehouses/_validators.py	2	neuro,neuron	44
core/data/warehouses/base.py	2	neuro,neuron	110
core/data/warehouses/clickhouse.py	2	neuro,neuron	418
core/data/warehouses/timescale.py	2	neuro,neuron	393
core/engine/core.py	2	neuro,neuron	416
core/errors.py	2	neuro,neuron	442
core/events/__init__.py	2	neuro,neuron	34
core/events/models.py	2	neuro,neuron	139
core/events/validation.py	2	neuro,neuron	232
core/experiments/__init__.py	2	neuro,neuron	30
core/experiments/registry.py	2	neuro,neuron	414
core/features/__init__.py	2	neuro,neuron	18
core/idempotency/__init__.py	2	neuro,neuron	25
core/idempotency/keys.py	2	neuro,neuron	155
core/idempotency/operations.py	2	neuro,neuron	391
core/indicators/base.py	2	neuro,neuron	368
core/indicators/fractal_gcl.py	2	neuro,neuron	111
core/indicators/normalization.py	2	neuro,neuron	175
core/indicators/novelty.py	2	neuro,neuron	23
core/indicators/pivot_detection.py	2	neuro,neuron	381
core/integration/__init__.py	2	neuro,neuron	41
core/integration/adapters.py	2	neuro,neuron	252
core/integration/system_integrator.py	2	neuro,neuron	796
core/interfaces.py	2	neuro,neuron	610
core/maintenance/__init__.py	2	neuro,neuron	12
core/maintenance/backups.py	2	neuro,neuron	188
core/messaging/__init__.py	2	neuro,neuron	38
core/messaging/contracts.py	2	neuro,neuron	304
core/messaging/event_bus.py	2	neuro,neuron	489
core/messaging/idempotency.py	2	neuro,neuron	108
core/metrics/__init__.py	2	neuro,neuron	49
core/metrics/aperiodic.py	2	neuro,neuron	40
core/metrics/dfa.py	2	neuro,neuron	227
core/metrics/direction_index.py	2	neuro,neuron	21
core/metrics/ism.py	2	neuro,neuron	10
core/metrics/regression.py	2	neuro,neuron	110
core/metrics/volume_profile.py	2	neuro,neuron	125
core/ml/__init__.py	2	neuro,neuron	28
core/ml/pipeline.py	2	neuro,neuron	378
core/ml/quantization.py	2	neuro,neuron	259
core/neuro/adapters/__init__.py	2	neuro,neuron	3
core/neuro/advanced/causal.py	2	neuro,neuron	114
core/neuro/advanced/monitor.py	2	neuro,neuron	57
core/neuro/fractal.py	2	neuro,neuron	174
core/neuro/tests/__init__.py	2	neuro,neuron	4
core/physics/coulomb.py	2	neuro,neuron	153
core/physics/newton.py	2	neuro,neuron	178
core/physics/uncertainty.py	2	neuro,neuron	220
core/pipelines/__init__.py	2	neuro,neuron	26
core/reporting/__init__.py	2	neuro,neuron	15
core/reporting/generator.py	2	neuro,neuron	23
core/reporting/renderers.py	2	neuro,neuron	92
core/risk_monitoring/compliance.py	2	neuro,neuron	732
core/risk_monitoring/fail_safe.py	2	neuro,neuron	643
core/risk_monitoring/stress_detection.py	2	neuro,neuron	513
core/security/__init__.py	2	neuro,neuron	66
core/security/integrity.py	2	neuro,neuron	457
core/security/tls.py	2	neuro,neuron	120
core/security/validation.py	2	neuro,neuron	450
core/strategies/dsl.py	2	neuro,neuron	687
core/strategies/engine.py	2	neuro,neuron	547
core/strategies/fete_runtime.py	2	neuro,neuron	733
core/strategies/objectives.py	2	neuro,neuron	19
core/strategies/signals.py	2	neuro,neuron	30
core/telemetry.py	2	neuro,neuron	519
core/tracing/__init__.py	2	neuro,neuron	40
core/tracing/distributed.py	2	neuro,neuron	862
core/utils/__init__.py	2	neuro,neuron	76
core/utils/clock.py	2	neuro,neuron	65
core/utils/dataframe_io.py	2	neuro,neuron	373
core/utils/debug.py	2	neuro,neuron	123
core/utils/determinism.py	2	neuro,neuron	47
core/utils/input_validation.py	2	neuro,neuron	429
core/utils/path_validation.py	2	neuro,neuron	214
core/utils/schemas.py	2	neuro,neuron	310
core/utils/secure_errors.py	2	neuro,neuron	301
core/utils/security.py	2	neuro,neuron	196
core/utils/slo.py	2	neuro,neuron	368
core/validation/mathematical_logic.py	2	neuro,neuron	784
core/versioning.py	2	neuro,neuron	434
cortex_service/__init__.py	2	neuro,neuron	3
cortex_service/app/__init__.py	2	neuro,neuron	3
cortex_service/app/__main__.py	2	neuro,neuron	11
cortex_service/app/core/__init__.py	2	neuro,neuron	3
cortex_service/app/core/signals.py	2	neuro,neuron	141
cortex_service/app/db.py	2	neuro,neuron	104
cortex_service/app/decorators.py	2	neuro,neuron	148
cortex_service/app/errors.py	2	neuro,neuron	109
cortex_service/app/ethics/__init__.py	2	neuro,neuron	3
cortex_service/app/ethics/risk.py	2	neuro,neuron	118
cortex_service/app/logger.py	2	neuro,neuron	107
cortex_service/app/memory/__init__.py	2	neuro,neuron	3
cortex_service/app/memory/experimental/__init__.py	2	neuro,neuron	20
cortex_service/app/middleware.py	2	neuro,neuron	78
cortex_service/app/modulation/__init__.py	2	neuro,neuron	3
cortex_service/app/runtime.py	2	neuro,neuron	69
cortex_service/app/services/__init__.py	2	neuro,neuron	8
cortex_service/app/services/risk_service.py	2	neuro,neuron	67
cortex_service/app/sync/__init__.py	2	neuro,neuron	3
cortex_service/scripts/__init__.py	2	neuro,neuron	3
cortex_service/tests/test_decorators.py	2	neuro,neuron	177
cortex_service/tests/test_structured_audit_logger.py	2	neuro,neuron	94
demos/reality_validation_demo/run_demo.py	2	neuro,neuron	259
deploy-environments.yml	2	neuro,neuron	400
deploy/geosync-deployment.yaml	2	neuro,neuron	149
deploy/kustomize/addons/backups/timescale-backup-cronjob.yaml	2	neuro,neuron	62
deploy/kustomize/base/deployment.yaml	2	neuro,neuron	139
deploy/kustomize/overlays/production/kustomization.yaml	2	neuro,neuron	20
deploy/kustomize/overlays/staging/kustomization.yaml	2	neuro,neuron	19
deployment/__init__.py	2	neuro,neuron	4
docs/ARCHITECTURE_MAP.md	2	neuro,serotonin	26
docs/CITATION_POLICY.md	2	neuro,serotonin	34
docs/CNS_ALIGNMENT_DEEP_TASKS.md	2	cns,coherence	75
docs/DATA_INVENTORY.md	2	neuro,serotonin	24
docs/OPERATIONS.md	2	free energy,entropy	119
docs/PERFORMANCE_LEDGER.md	2	hpc,forman	48
docs/SEROTONIN_PRACTICAL_ASSESSMENT_UA.md	2	serotonin,forman	477
docs/TEST_ARCHITECTURE.md	2	kuramoto,forman	477
docs/WORKFLOW_OPTIMIZATIONS.md	2	forman,phase	272
docs/_generated/serotonin_stats.md	2	neuro,serotonin	16
docs/adr/0002-versioned-market-data-storage.md	2	forman,phase	225
docs/adr/0003-automated-data-quality-framework.md	2	forman,phase	439
docs/adr/0003-principal-architect-security-framework.md	2	forman,phase	263
docs/adr/README.md	2	serotonin,synchronization	105
docs/agent_integration/agent_trading_requirements.md	2	forman,regime	88
docs/api/clients/geosync_client.py	2	neuro,neuron	102
docs/api/pagination.md	2	ricci,entropy	117
docs/architecture/architecture_review_program.md	2	forman,phase	139
docs/architecture/cns_ontology.md	2	cns,coherence	49
docs/architecture/packaging.md	2	neuro,serotonin	174
docs/architecture/serving_resilience.md	2	active inference,phase	180
docs/automated_risk_testing.md	2	forman,regime	358
docs/canary_release_guardrails.md	2	forman,phase	149
docs/change_point_detection.md	2	oscillat,regime	40
docs/contracts/interface-contracts.md	2	kuramoto,forman	874
docs/digital_risk_action_plan.md	2	forman,synchronization	69
docs/docker-quickstart.md	2	neuro,neuron	636
docs/examples/prediction_submission.md	2	ricci,entropy	77
docs/incident_coordination_procedures.md	2	forman,phase	691
docs/installation.md	2	neuro,neuron	134
docs/legal/THIRD_PARTY_NOTICES.md	2	forman,phase	3624
docs/metrics_discipline.md	2	forman,regime	222
docs/model_cards/market_regime_classifier.md	2	forman,regime	77
docs/onboarding.md	2	neuro,neuron	108
docs/operations/DOCUMENTATION_SUMMARY.md	2	serotonin,phase	649
docs/performance_testing_program.md	2	forman,regime	88
docs/product/packages.yaml	2	neuro,neuron	106
docs/releases/release-notes.md	2	free energy,forman	10
docs/requirements/requirements-specification.md	2	forman,synchronization	1448
docs/roadmap.md	2	forman,phase	61
docs/runbook_data_incident.md	2	kuramoto,ricci	90
docs/runbook_release_validation.md	2	forman,phase	174
docs/scaling.md	2	forman,phase	124
docs/security/architecture/secure-architecture-design.md	2	forman,phase	696
docs/security/reachability_model.md	2	neuro,neuron	205
docs/security/risk-analysis/risk-identification-framework.md	2	forman,phase	398
docs/system_lifecycle_operations.md	2	forman,phase	1021
docs/templates/argumentation.md	2	forman,phase	461
docs/thermodynamics/OPTIMIZATION_GUIDE.md	2	forman,entropy	552
docs/zero_downtime_schema_migrations.md	2	forman,phase	149
domain/__init__.py	2	neuro,neuron	36
domain/order.py	2	neuro,neuron	13
domain/orders/__init__.py	2	neuro,neuron	9
domain/orders/entity.py	2	neuro,neuron	183
domain/orders/value_objects.py	2	neuro,neuron	39
domain/portfolio/__init__.py	2	neuro,neuron	22
domain/portfolio/accounting.py	2	neuro,neuron	538
domain/position.py	2	neuro,neuron	13
domain/positions/__init__.py	2	neuro,neuron	8
domain/positions/entity.py	2	neuro,neuron	112
domain/signal.py	2	neuro,neuron	13
domain/signals/__init__.py	2	neuro,neuron	9
domain/signals/entity.py	2	neuro,neuron	71
domain/signals/value_objects.py	2	neuro,neuron	20
envs/__init__.py	2	neuro,neuron	4
evolution/crisis_gwo.py	2	neuro,neuron	83
evolution/df_gda.py	2	neuro,neuron	28
examples/__init__.py	2	neuro,neuron	5
examples/architecture_integrator_demo.py	2	neuro,neuron	464
examples/automated_risk_testing_demo.py	2	neuro,neuron	350
examples/live_trading_validation_demo.py	2	neuro,neuron	494
execution/__init__.py	2	neuro,neuron	152
execution/adapters/__init__.py	2	neuro,neuron	89
execution/adapters/base.py	2	neuro,neuron	548
execution/adapters/binance.py	2	neuro,neuron	582
execution/adapters/coinbase.py	2	neuro,neuron	477
execution/adapters/kraken.py	2	neuro,neuron	438
execution/adapters/plugin.py	2	neuro,neuron	327
execution/algorithms.py	2	neuro,neuron	160
execution/arbitrage/__init__.py	2	neuro,neuron	33
execution/arbitrage/engine.py	2	neuro,neuron	282
execution/arbitrage/inventory.py	2	neuro,neuron	362
execution/arbitrage/liquidity.py	2	neuro,neuron	200
execution/arbitrage/metrics.py	2	neuro,neuron	84
execution/arbitrage/models.py	2	neuro,neuron	130
execution/audit.py	2	neuro,neuron	73
execution/canary.py	2	neuro,neuron	125
execution/compliance.py	2	neuro,neuron	477
execution/connectors.py	2	neuro,neuron	397
execution/hft/__init__.py	2	neuro,neuron	28
execution/hft/ultra_low_latency.py	2	neuro,neuron	167
execution/liquidation.py	2	neuro,neuron	316
execution/live_loop.py	2	neuro,neuron	1650
execution/metrics.py	2	neuro,neuron	335
execution/normalization.py	2	neuro,neuron	165
execution/oms.py	2	neuro,neuron	1242
execution/order.py	2	neuro,neuron	545
execution/order_ledger.py	2	neuro,neuron	853
execution/order_lifecycle.py	2	neuro,neuron	883
execution/paper_trading.py	2	neuro,neuron	246
execution/portfolio.py	2	neuro,neuron	146
execution/resilience/__init__.py	2	neuro,neuron	4
execution/resilience/circuit_breaker.py	2	neuro,neuron	600
execution/risk/__init__.py	2	neuro,neuron	37
execution/risk/core.py	2	neuro,neuron	1532
execution/rollout.py	2	neuro,neuron	190
execution/router.py	2	neuro,neuron	391
execution/session_snapshot.py	2	neuro,neuron	320
