sharpe,ann_return,ann_vol,max_dd,max_dd_start,max_dd_end,calmar,win_rate,avg_win,avg_loss,num_trades,ann_turnover,cost_drag_bps,cost_drag_pct,execution_lag_bars
1.2619,0.2358,0.1869,-0.1676,2018-05-04,2018-12-14,1.4071,0.5376,0.008845,-0.00871,2107,23.127,231.27,0.0827,1
