H,rs,fold_id,fold_start,sharpe_oos,max_drawdown,ic,n_trades,gate_on,H_train,rs_train,pnl
0.3,0.1,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.15,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.2,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.25,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.3,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.35,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.4,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.45,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.5,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.55,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.3,0.6,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.1,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.15,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.2,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.25,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.3,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.35,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.4,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.45,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.5,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.55,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.35,0.6,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
0.4,0.1,0,2004-12-13,-1.1902727777666204,0.0648129910464896,0.006205709611412817,19,True,0.36355044116219565,0.272899,-0.02390353959022972
0.4,0.15,0,2004-12-13,-1.1902727777666204,0.0648129910464896,0.006205709611412817,19,True,0.36355044116219565,0.272899,-0.02390353959022972
0.4,0.2,0,2004-12-13,-1.1902727777666204,0.0648129910464896,0.006205709611412817,19,True,0.36355044116219565,0.272899,-0.02390353959022972
0.4,0.25,0,2004-12-13,-1.1902727777666204,0.0648129910464896,0.006205709611412817,19,True,0.36355044116219565,0.272899,-0.02390353959022972
0.4,0.3,0,2004-12-13,0.0,-0.0,0.0,0,False,0.36355044116219565,0.272899,0.0
