H,rs,fold_id,fold_start,sharpe_oos,max_drawdown,ic,n_trades,gate_on,H_train,rs_train,pnl
0.5,0.15,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.2,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.25,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.3,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.35,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.4,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.45,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.5,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.55,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.5,0.6,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.1,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.15,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.2,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.25,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.3,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.35,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.4,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.45,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.5,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.55,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.55,0.6,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.1,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.15,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.2,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.25,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.3,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.35,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.4,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.45,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.5,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.55,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.6,0.6,1,2013-12-24,0.0,-0.0,0.0,0,False,0.5552673226406754,0.0,0.0
0.3,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.35,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.4,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.45,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.5,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.55,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.1,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.15,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.2,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.25,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.3,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.35,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.4,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.45,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.5,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.55,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.6,0.6,2,2014-01-23,0.0,-0.0,0.0,0,False,0.5269170313087367,0.0,0.0
0.3,0.1,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.15,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.2,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.25,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.3,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.35,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.4,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.45,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.5,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.55,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.3,0.6,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.1,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.15,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.2,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.25,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.3,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.35,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.4,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.45,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.5,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.55,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.35,0.6,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.1,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.15,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.2,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.25,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.3,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.35,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.4,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.45,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.5,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.55,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.4,0.6,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.1,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.15,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.2,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.25,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.3,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.35,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.4,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.45,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
0.45,0.5,3,2014-02-21,0.0,-0.0,0.0,0,False,0.5386001539925958,0.0,0.0
