fold_id,asset,test_start_ts,test_end_ts,in_2022,n_test,sharpe_test
16,AUDUSD,2009-03-20,2009-06-22,False,63,-1.0272
16,USDCAD,2009-03-20,2009-06-22,False,63,-1.541
16,USDCHF,2009-03-20,2009-06-22,False,63,0.4333
16,EURGBP,2009-03-20,2009-06-22,False,63,3.958
16,EURJPY,2009-03-20,2009-06-22,False,63,-4.3231
17,EURUSD,2009-04-20,2009-07-21,False,63,-2.3182
17,GBPUSD,2009-04-20,2009-07-21,False,63,-0.8814
17,USDJPY,2009-04-20,2009-07-21,False,63,-0.9323
17,AUDUSD,2009-04-20,2009-07-21,False,63,-1.812
17,USDCAD,2009-04-20,2009-07-21,False,63,-2.3242
17,USDCHF,2009-04-20,2009-07-21,False,63,1.6765
17,EURGBP,2009-04-20,2009-07-21,False,63,1.9169
17,EURJPY,2009-04-20,2009-07-21,False,63,0.0
18,EURUSD,2009-05-19,2009-08-19,False,63,-1.2501
18,GBPUSD,2009-05-19,2009-08-19,False,63,0.0
18,USDJPY,2009-05-19,2009-08-19,False,63,-0.6911
18,AUDUSD,2009-05-19,2009-08-19,False,63,-0.434
18,USDCAD,2009-05-19,2009-08-19,False,63,-1.6232
18,USDCHF,2009-05-19,2009-08-19,False,63,0.315
18,EURGBP,2009-05-19,2009-08-19,False,63,1.1713
18,EURJPY,2009-05-19,2009-08-19,False,63,0.0
19,EURUSD,2009-06-23,2009-09-17,False,63,-2.9774
19,GBPUSD,2009-06-23,2009-09-17,False,63,-1.4813
19,USDJPY,2009-06-23,2009-09-17,False,63,-1.9486
19,AUDUSD,2009-06-23,2009-09-17,False,63,2.4574
19,USDCAD,2009-06-23,2009-09-17,False,63,-2.7424
19,USDCHF,2009-06-23,2009-09-17,False,63,0.1242
19,EURGBP,2009-06-23,2009-09-17,False,63,-1.997
19,EURJPY,2009-06-23,2009-09-17,False,63,-0.6533
20,EURUSD,2009-07-22,2009-10-16,False,63,-1.2177
20,GBPUSD,2009-07-22,2009-10-16,False,63,0.8645
20,USDJPY,2009-07-22,2009-10-16,False,63,-1.4428
20,AUDUSD,2009-07-22,2009-10-16,False,63,-2.5931
20,USDCAD,2009-07-22,2009-10-16,False,63,-1.2227
20,USDCHF,2009-07-22,2009-10-16,False,63,-0.5518
20,EURGBP,2009-07-22,2009-10-16,False,63,0.0132
20,EURJPY,2009-07-22,2009-10-16,False,63,-0.3116
21,EURUSD,2009-08-20,2009-11-16,False,63,-2.5928
21,GBPUSD,2009-08-20,2009-11-16,False,63,0.8542
21,USDJPY,2009-08-20,2009-11-16,False,63,-1.2955
21,AUDUSD,2009-08-20,2009-11-16,False,63,-3.5643
21,USDCAD,2009-08-20,2009-11-16,False,63,-0.8158
21,USDCHF,2009-08-20,2009-11-16,False,63,-2.0404
21,EURGBP,2009-08-20,2009-11-16,False,63,-1.3015
21,EURJPY,2009-08-20,2009-11-16,False,63,0.0858
22,EURUSD,2009-09-18,2009-12-15,False,63,-0.1225
22,GBPUSD,2009-09-18,2009-12-15,False,63,0.9257
22,USDJPY,2009-09-18,2009-12-15,False,63,1.858
22,AUDUSD,2009-09-18,2009-12-15,False,63,-2.8211
22,USDCAD,2009-09-18,2009-12-15,False,63,0.5968
22,USDCHF,2009-09-18,2009-12-15,False,63,-0.2993
22,EURGBP,2009-09-18,2009-12-15,False,63,-0.2463
22,EURJPY,2009-09-18,2009-12-15,False,63,1.4549
23,EURUSD,2009-10-19,2010-01-15,False,63,-1.819
23,GBPUSD,2009-10-19,2010-01-15,False,63,-0.4024
23,USDJPY,2009-10-19,2010-01-15,False,63,1.3481
23,AUDUSD,2009-10-19,2010-01-15,False,63,-0.7032
23,USDCAD,2009-10-19,2010-01-15,False,63,0.3282
23,USDCHF,2009-10-19,2010-01-15,False,63,0.0713
23,EURGBP,2009-10-19,2010-01-15,False,63,-1.607
23,EURJPY,2009-10-19,2010-01-15,False,63,0.8413
24,EURUSD,2009-11-17,2010-02-15,False,63,-0.0997
24,GBPUSD,2009-11-17,2010-02-15,False,63,0.1528
24,USDJPY,2009-11-17,2010-02-15,False,63,1.0183
24,AUDUSD,2009-11-17,2010-02-15,False,63,0.4083
24,USDCAD,2009-11-17,2010-02-15,False,63,0.1751
24,USDCHF,2009-11-17,2010-02-15,False,63,2.1073
24,EURGBP,2009-11-17,2010-02-15,False,63,-1.4682
24,EURJPY,2009-11-17,2010-02-15,False,63,1.0982
25,EURUSD,2009-12-16,2010-03-16,False,63,-0.6461
25,GBPUSD,2009-12-16,2010-03-16,False,63,0.6018
25,USDJPY,2009-12-16,2010-03-16,False,63,0.2559
25,AUDUSD,2009-12-16,2010-03-16,False,63,0.7859
25,USDCAD,2009-12-16,2010-03-16,False,63,-0.8731
25,USDCHF,2009-12-16,2010-03-16,False,63,1.0674
25,EURGBP,2009-12-16,2010-03-16,False,63,-4.768
25,EURJPY,2009-12-16,2010-03-16,False,63,-0.6154
26,EURUSD,2010-01-18,2010-04-14,False,63,1.0639
26,GBPUSD,2010-01-18,2010-04-14,False,63,1.0519
26,USDJPY,2010-01-18,2010-04-14,False,63,1.4199
26,AUDUSD,2010-01-18,2010-04-14,False,63,-0.9225
