bar_ts,n_edges,edge_density,mean_abs_corr,median_abs_corr,max_abs_corr,p90_abs_corr,n_components,mean_degree,min_degree,max_degree,deg_EURUSD,deg_GBPUSD,deg_USDJPY,deg_AUDUSD,deg_USDCAD,deg_USDCHF,deg_EURGBP,deg_EURJPY
2004-03-03 21:00:00,24,0.8571428571428571,0.5463302044355238,0.5687264473225047,0.9610662327714788,0.7746296167800227,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-04 21:00:00,24,0.8571428571428571,0.5442415918335571,0.5725393578887628,0.9610237903905324,0.7650968614410989,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-05 21:00:00,24,0.8571428571428571,0.5448118475995486,0.5705877760389987,0.9608095127583443,0.7664522023233262,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-08 21:00:00,24,0.8571428571428571,0.5437268446840057,0.5530874033784514,0.9606089371360537,0.7693873849487504,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-09 21:00:00,24,0.8571428571428571,0.5452179873890243,0.5523345150690214,0.9602045636256253,0.7658398609494232,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-10 21:00:00,24,0.8571428571428571,0.5400897371029784,0.5473699106463953,0.9601928480572195,0.763172574461015,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-11 21:00:00,24,0.8571428571428571,0.5348254567347307,0.5370265990441883,0.9597668385566595,0.7602703020386714,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-12 21:00:00,24,0.8571428571428571,0.5311698611549627,0.5380848901107822,0.9605996609251952,0.7449079935300963,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-15 21:00:00,24,0.8571428571428571,0.5351221674615104,0.5409327902520003,0.9614654299774501,0.7487125615401354,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-16 21:00:00,24,0.8571428571428571,0.5340315440489852,0.531490306366423,0.9605902565287722,0.7485065356728811,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-17 21:00:00,24,0.8571428571428571,0.5319354603513392,0.5318333857431912,0.9604193580817618,0.7501061133699416,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-18 21:00:00,24,0.8571428571428571,0.5307323639951148,0.5265580054741601,0.9596201653209631,0.7488008981556982,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-19 21:00:00,24,0.8571428571428571,0.5356228513210908,0.5349385996673859,0.9603606716855408,0.7546123740688778,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-22 21:00:00,24,0.8571428571428571,0.5349368615216636,0.5348133978033074,0.9608837648206041,0.7532642322743025,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-23 21:00:00,24,0.8571428571428571,0.5323405141638787,0.528654884733178,0.9593943862228238,0.7557760072449099,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-24 21:00:00,24,0.8571428571428571,0.5337313444718769,0.530049191417522,0.9595414704841307,0.7644856796358982,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-25 21:00:00,24,0.8571428571428571,0.5357238009579365,0.5283234187429582,0.9600709387312819,0.7697607867315871,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-26 21:00:00,24,0.8571428571428571,0.5300718891560462,0.5101118244422197,0.9597754970989059,0.771796892969392,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-29 21:00:00,24,0.8571428571428571,0.5277946187359236,0.5088559790239331,0.9594541172638895,0.771138968932948,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-30 21:00:00,24,0.8571428571428571,0.5273438916368556,0.50533620236938,0.9589100842908015,0.7730563196074324,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-03-31 21:00:00,24,0.8571428571428571,0.5271353731106837,0.5028042569419336,0.9591040327203594,0.7738512365109966,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-01 21:00:00,24,0.8571428571428571,0.524687246086535,0.514046380599138,0.9595228151973546,0.7786368549548963,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-02 21:00:00,24,0.8571428571428571,0.5265757644611054,0.5142111840086394,0.9591245944375123,0.7790217232095789,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-05 21:00:00,24,0.8571428571428571,0.5327906926034199,0.5221114082772029,0.9616170116052531,0.7877892838531629,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-06 21:00:00,24,0.8571428571428571,0.5349583871240846,0.5206205875034262,0.9620897169805706,0.7886946952766534,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-07 21:00:00,24,0.8571428571428571,0.5315610771035829,0.5001662016822394,0.9623820852200231,0.7962112064848603,1,6.0,4,7,7,6,5,6,7,7,4,6
2004-04-08 21:00:00,24,0.8571428571428571,0.5281729139268591,0.49870234816951375,0.9606397013512324,0.7899237097899229,1,6.0,4,7,7,6,5,6,7,7,4,6
