null_id,primary_sharpe,max_dd,pos_frac
N1_random_scores,-0.3641151714036934,0.8221214416876568,0.2972972972972973
N1_random_scores,-0.44740293510368523,0.8157056297259485,0.30180180180180183
N1_random_scores,-0.6811714839714096,0.9151712207890531,0.26126126126126126
N1_random_scores,-0.6528693574353268,0.908377814864169,0.22972972972972974
N1_random_scores,-0.5741123502551669,0.8990266275952898,0.3108108108108108
N1_random_scores,-0.5813275720182993,0.9254436014658195,0.21171171171171171
N1_random_scores,-0.30404241451382513,0.7682083267354856,0.36486486486486486
N1_random_scores,-0.41378626920950556,0.8444201101823463,0.3063063063063063
N1_random_scores,-0.4070720116822,0.8595601264885553,0.35585585585585583
N1_random_scores,-0.3231371625752289,0.8691292468760229,0.36936936936936937
N1_random_scores,-0.5546796835804484,0.8276351947052755,0.30180180180180183
N1_random_scores,-0.665377928054459,0.9592843702232268,0.21621621621621623
N1_random_scores,-0.42675577080125293,0.8848537020753955,0.30180180180180183
N1_random_scores,-0.3060057783122086,0.7239251717433941,0.36036036036036034
N1_random_scores,-0.5047297497517402,0.9164481673875549,0.23873873873873874
N1_random_scores,-0.6157891210666604,0.9473138582005615,0.21171171171171171
N1_random_scores,-0.6459261031207284,0.9331938541165706,0.21171171171171171
N1_random_scores,-0.3889107127622383,0.8008137596723628,0.3333333333333333
N1_random_scores,-0.5656262213651697,0.8707112025740054,0.26126126126126126
N1_random_scores,-0.5248549923349297,0.8973890631285095,0.25675675675675674
N1_random_scores,-0.5418807672351728,0.9242423680576838,0.25675675675675674
N1_random_scores,-0.5203929196038697,0.8177698131123119,0.3153153153153153
N1_random_scores,-0.426570363437578,0.8055611334484967,0.2747747747747748
N1_random_scores,-0.5309740832167995,0.8644825113357317,0.26126126126126126
N1_random_scores,-0.3571661991456524,0.8388097583783382,0.32432432432432434
N1_random_scores,-0.6096116948200871,0.9535425949107176,0.22522522522522523
N1_random_scores,-0.5972677586195914,0.9248770559966732,0.26576576576576577
N1_random_scores,-0.5740357708585309,0.8876579703007559,0.26126126126126126
N1_random_scores,-0.4805006255020421,0.8632356631938127,0.33783783783783783
N1_random_scores,-0.32324640210012245,0.7217948365458908,0.36036036036036034
N1_random_scores,-0.5061942692796363,0.8982360825642912,0.23423423423423423
N1_random_scores,-0.37013802420425035,0.8631061376733178,0.2702702702702703
N1_random_scores,-0.5088667142722101,0.8796698453489841,0.3108108108108108
N1_random_scores,-0.42840537057525563,0.8005935439192655,0.31981981981981983
N1_random_scores,-0.5540546256105545,0.8715258342666465,0.26126126126126126
N1_random_scores,-0.4369602614673028,0.8132598528923787,0.32882882882882886
N1_random_scores,-0.4088694387762585,0.8319157851775605,0.32882882882882886
N1_random_scores,-0.5240475200137594,0.8841420569921137,0.3108108108108108
N1_random_scores,-0.4599508096486531,0.8429907575550755,0.32882882882882886
N1_random_scores,-0.40724227601959007,0.7609534901182902,0.30180180180180183
N1_random_scores,-0.40957097877740967,0.8080362318022775,0.32882882882882886
N1_random_scores,-0.3526047279649125,0.7570087993845229,0.32432432432432434
N1_random_scores,-0.4159790312187934,0.8067944637382063,0.32882882882882886
N1_random_scores,-0.3341535943299048,0.8414324077233689,0.3333333333333333
N1_random_scores,-0.5037101988779427,0.853552802847926,0.27927927927927926
N1_random_scores,-0.31756607179998114,0.8362855329885377,0.32432432432432434
N1_random_scores,-0.47171721222334745,0.8056876907922802,0.27927927927927926
N1_random_scores,-0.4130016612547537,0.8514482972323775,0.30180180180180183
N1_random_scores,-0.33391253865566695,0.8084696500695412,0.34234234234234234
N1_random_scores,-0.5235648381519453,0.8907093420951767,0.26576576576576577
N1_random_scores,-0.5718625477720233,0.8936083992797624,0.24324324324324326
N1_random_scores,-0.3610466666456258,0.842793299077945,0.32882882882882886
N1_random_scores,-0.43289824506593777,0.8114746341057791,0.2972972972972973
N1_random_scores,-0.5257819580078682,0.9126768654411124,0.32432432432432434
N1_random_scores,-0.43265549322861085,0.7332603950864586,0.34234234234234234
N1_random_scores,-0.5068183868868846,0.8960934644094246,0.2972972972972973
N1_random_scores,-0.31915409486932544,0.6342049375535976,0.3738738738738739
N1_random_scores,-0.4587243278635657,0.8523487204971281,0.32882882882882886
N1_random_scores,-0.5110065969649865,0.8895074249490653,0.26576576576576577
N1_random_scores,-0.3350032402172182,0.7669727633824209,0.36486486486486486
N1_random_scores,-0.4547909645064018,0.8129584331661764,0.31981981981981983
N1_random_scores,-0.38495269655558395,0.8256533785972052,0.3153153153153153
N1_random_scores,-0.4418811151152762,0.836577552268999,0.35135135135135137
N1_random_scores,-0.40742840971217675,0.8104217155342046,0.28378378378378377
N1_random_scores,-0.46054987195890207,0.8014357600787836,0.3333333333333333
N1_random_scores,-0.525629997439045,0.8927879890323973,0.2972972972972973
N1_random_scores,-0.3244749670346302,0.8249995544524431,0.32882882882882886
N1_random_scores,-0.18558794596332268,0.5229464144983292,0.44594594594594594
N1_random_scores,-0.5702656796085275,0.8901676137512683,0.2747747747747748
N1_random_scores,-0.5893232636111269,0.9021812198469003,0.22972972972972974
N1_random_scores,-0.39622082238904827,0.8991826979739951,0.3108108108108108
N1_random_scores,-0.4494080750099507,0.8709416659178622,0.3108108108108108
N1_random_scores,-0.5809716526079545,0.8819458154929611,0.30180180180180183
N1_random_scores,-0.4118994137510703,0.8026889832686994,0.32432432432432434
N1_random_scores,-0.411957068887117,0.7825341824580583,0.3153153153153153
N1_random_scores,-0.5258467482606405,0.8917687507317055,0.3333333333333333
N1_random_scores,-0.40419665513034175,0.8576673767675596,0.28378378378378377
N1_random_scores,-0.37848358205131183,0.8177412214859674,0.36486486486486486
N1_random_scores,-0.6743664367510842,0.9295287338739711,0.23873873873873874
N1_random_scores,-0.43436523684734535,0.8157587349627189,0.3333333333333333
N1_random_scores,-0.45074577207233024,0.8140399465648114,0.30180180180180183
N1_random_scores,-0.5755546066712569,0.8699283661575974,0.2702702702702703
N1_random_scores,-0.31845172540712097,0.7556025156181972,0.35135135135135137
N1_random_scores,-0.5989717150316158,0.9242784818075276,0.2882882882882883
N1_random_scores,-0.444765130216101,0.8741507720510723,0.2882882882882883
N1_random_scores,-0.32174918707683464,0.6720145217209881,0.3738738738738739
N1_random_scores,-0.585136626954095,0.9076678617500433,0.2882882882882883
N1_random_scores,-0.39213471694574675,0.792376833544549,0.33783783783783783
N1_random_scores,-0.5345954216802363,0.8402507894601902,0.33783783783783783
N1_random_scores,-0.41800808290389,0.840288219935619,0.26576576576576577
N1_random_scores,-0.439541917748182,0.8939131783074362,0.2882882882882883
N1_random_scores,-0.44758588830870627,0.7831564717535686,0.32432432432432434
N1_random_scores,-0.5604510235159947,0.8970583466463785,0.26576576576576577
N1_random_scores,-0.34754581677539464,0.8367285059878375,0.36036036036036034
N1_random_scores,-0.5066924037370494,0.8956382057178036,0.28378378378378377
N1_random_scores,-0.48228129550288523,0.8864474490811538,0.2972972972972973
N1_random_scores,-0.47928382941189435,0.8638957963268841,0.3333333333333333
N1_random_scores,-0.5835410283991942,0.8989139414302997,0.23873873873873874
N1_random_scores,-0.47391263983516013,0.8374152755835594,0.27927927927927926
N1_random_scores,-0.4014411839752262,0.8783192404191791,0.34684684684684686
N1_random_scores,-0.4302845010242098,0.7988862795773669,0.30180180180180183
N1_random_scores,-0.37359763852303574,0.8093359826895913,0.3108108108108108
N1_random_scores,-0.3971535164442591,0.8486405880057015,0.27927927927927926
N1_random_scores,-0.32869557165513147,0.7810789927437881,0.3333333333333333
N1_random_scores,-0.5474357247706538,0.8746941862152526,0.2927927927927928
N1_random_scores,-0.47528272749093575,0.8076013411262446,0.2747747747747748
N1_random_scores,-0.457739017300843,0.7718907957224868,0.32882882882882886
N1_random_scores,-0.3771352745774369,0.8399313515881951,0.35135135135135137
N1_random_scores,-0.5326403234139321,0.8556400435333192,0.24774774774774774
N1_random_scores,-0.39206573257327415,0.7369703127298202,0.36036036036036034
N1_random_scores,-0.40976627643487473,0.8494656530076198,0.3153153153153153
N1_random_scores,-0.4682520817143686,0.874532548831628,0.28378378378378377
N1_random_scores,-0.555866090650604,0.8647541426127002,0.2927927927927928
N1_random_scores,-0.5816902728992606,0.9191849588670441,0.2747747747747748
N1_random_scores,-0.5540511241545356,0.9080813284358669,0.25675675675675674
N1_random_scores,-0.44170451876561856,0.8124810846636384,0.2927927927927928
N1_random_scores,-0.4875213511656332,0.8957808247341944,0.2927927927927928
N1_random_scores,-0.6361382995740603,0.9485840824347225,0.24324324324324326
N1_random_scores,-0.48058030015917175,0.7237457526100706,0.2882882882882883
N1_random_scores,-0.6440374936127813,0.936296706380939,0.21621621621621623
N1_random_scores,-0.6120546374462705,0.9035882592560045,0.24324324324324326
N1_random_scores,-0.45985069607685414,0.8268136406235929,0.31981981981981983
N1_random_scores,-0.4470949454353472,0.8880049379975887,0.2702702702702703
N1_random_scores,-0.36604280169452086,0.7755475690019527,0.35585585585585583
N1_random_scores,-0.4699312499768741,0.8796843044376939,0.30180180180180183
N1_random_scores,-0.6133977881211822,0.9116659694976182,0.25225225225225223
N1_random_scores,-0.4958097279380717,0.8671157110780641,0.30180180180180183
N1_random_scores,-0.47236284334963013,0.8557447265008782,0.32432432432432434
N1_random_scores,-0.3023300441414303,0.8290049586467356,0.3108108108108108
N1_random_scores,-0.46707746041155684,0.8783196567682952,0.2747747747747748
N1_random_scores,-0.5703742954247171,0.8703118312164037,0.28378378378378377
N1_random_scores,-0.6378885795299334,0.8789562399597696,0.23873873873873874
N1_random_scores,-0.2592635178302759,0.7000690471172488,0.36036036036036034
N1_random_scores,-0.40860881230064466,0.7414856484505927,0.32882882882882886
N1_random_scores,-0.6001661679104224,0.910737817855756,0.23873873873873874
N1_random_scores,-0.530747746996134,0.8947802582845048,0.27927927927927926
N1_random_scores,-0.44482166877127516,0.8980184307918666,0.3153153153153153
N1_random_scores,-0.5051243506906586,0.8307761027448708,0.2702702702702703
N1_random_scores,-0.5047917479751796,0.8339872080232479,0.26126126126126126
N1_random_scores,-0.4593159103302541,0.8196405478574172,0.36486486486486486
N1_random_scores,-0.43007386088421506,0.7672203321677422,0.33783783783783783
N1_random_scores,-0.4302404546816745,0.8302939317858669,0.33783783783783783
N1_random_scores,-0.4947747942760301,0.8759566196348726,0.28378378378378377
N1_random_scores,-0.5047648644045197,0.9138457995973162,0.26576576576576577
N1_random_scores,-0.6061033327368202,0.921565799722883,0.23873873873873874
N1_random_scores,-0.4782019800145939,0.801701358706907,0.30180180180180183
N1_random_scores,-0.2610576495456281,0.8229598525596988,0.3918918918918919
N1_random_scores,-0.552457437589203,0.8872203540625255,0.2882882882882883
N1_random_scores,-0.27848284273032525,0.8286427321366174,0.3918918918918919
N1_random_scores,-0.48506823447111735,0.8867894120085582,0.27927927927927926
N1_random_scores,-0.4375445109699354,0.9314136029459505,0.25675675675675674
N1_random_scores,-0.7037943174277175,0.9593974164326983,0.1891891891891892
N1_random_scores,-0.7021862535093994,0.9334145455599456,0.20270270270270271
N1_random_scores,-0.36338819460757743,0.804945288312658,0.32432432432432434
N1_random_scores,-0.3415410017505468,0.808434270360865,0.36486486486486486
N1_random_scores,-0.5563031297902454,0.9040371600083619,0.2702702702702703
N1_random_scores,-0.3981651701093602,0.7280402316317636,0.3153153153153153
N1_random_scores,-0.49582309077670667,0.8797385346039595,0.28378378378378377
N1_random_scores,-0.42292122555201167,0.8008951228412895,0.32432432432432434
N1_random_scores,-0.5810904962927492,0.9125554361275767,0.27927927927927926
N1_random_scores,-0.5016152944679633,0.8848800120249048,0.27927927927927926
N1_random_scores,-0.31918861107532887,0.7633621949349739,0.36936936936936937
N1_random_scores,-0.38329973396821004,0.7526533783214017,0.3333333333333333
N1_random_scores,-0.4324069105211155,0.8448531419383917,0.2972972972972973
N1_random_scores,-0.6644913305132569,0.8917336327229105,0.26576576576576577
N1_random_scores,-0.3935064804120062,0.8685778124282544,0.3153153153153153
N1_random_scores,-0.5250620660784177,0.8705437060949098,0.2747747747747748
N1_random_scores,-0.3475342134597128,0.703795906135858,0.34234234234234234
N1_random_scores,-0.4180746298510482,0.8713565763795167,0.26576576576576577
N1_random_scores,-0.3277092524824755,0.7541798246229149,0.34234234234234234
N1_random_scores,-0.3285287220815233,0.7998805959764501,0.35135135135135137
N1_random_scores,-0.28257369558056156,0.7515298439895193,0.3783783783783784
N1_random_scores,-0.496449729216014,0.8816797559809281,0.26576576576576577
N1_random_scores,-0.4112962935169632,0.8270317787844146,0.32882882882882886
N1_random_scores,-0.488955175057995,0.8745028094495398,0.2927927927927928
N1_random_scores,-0.394112464779232,0.815984656913812,0.35585585585585583
N1_random_scores,-0.4480566791378593,0.8815745028833214,0.25225225225225223
N1_random_scores,-0.33455637509319536,0.8386947614748098,0.32882882882882886
N1_random_scores,-0.48225962501460806,0.7874985504921583,0.32882882882882886
N1_random_scores,-0.34499379849262607,0.8200754540581601,0.3108108108108108
N1_random_scores,-0.4678799943406574,0.8443203680251077,0.26126126126126126
N1_random_scores,-0.2779223266856634,0.7810317027171461,0.36936936936936937
N1_random_scores,-0.5637880445054889,0.8723246951501322,0.2702702702702703
N1_random_scores,-0.5451480598537239,0.9292300965586369,0.2747747747747748
N1_random_scores,-0.361775347982641,0.8174823438436437,0.3333333333333333
N1_random_scores,-0.4162056929721981,0.793247459933651,0.25675675675675674
N1_random_scores,-0.5169179144061695,0.8718626511225891,0.23423423423423423
N1_random_scores,-0.5442502703005339,0.9122251167395552,0.21621621621621623
N1_random_scores,-0.4162918794319649,0.8229076607908975,0.33783783783783783
