ts,port_log_ret,equity
2008-01-02 21:00:00,0.01771629089980253,1.0178741552604365
2008-01-03 21:00:00,0.00674690349763047,1.0247648733244379
2008-01-04 21:00:00,-0.001983536107659449,1.0227342297895072
2008-01-07 21:00:00,-0.007120959542833719,1.015477249712463
2008-01-08 21:00:00,-0.004131649066829092,1.011290309521173
2008-01-09 21:00:00,-0.011355578746709874,0.9998714791929075
2008-01-10 21:00:00,0.008286829331675568,1.0081916698814057
2008-01-11 21:00:00,0.004742659999505422,1.0129845366710342
2008-01-14 21:00:00,0.007792223506158632,1.020908772200474
2008-01-15 21:00:00,0.007632283222785883,1.0287304477472408
2008-01-16 21:00:00,-0.013546882082894889,1.0148883281467387
2008-01-17 21:00:00,-0.0006084804250417856,1.0142709763077606
2008-01-18 21:00:00,0.002358236678179672,1.0166656898665707
2008-01-21 21:00:00,-0.010687776102157431,1.0058576544160274
2008-01-22 21:00:00,0.0072647676824502145,1.013191583989135
2008-01-23 21:00:00,-0.0016656390063799656,1.0115053772616003
2008-01-24 21:00:00,0.008772893412390624,1.020418244776897
2008-01-25 21:00:00,0.002386669051014364,1.0228565539819323
2008-01-28 21:00:00,0.0006733233880252534,1.0235454991377377
2008-01-29 21:00:00,0.00356855964575312,1.02720460729129
2008-01-30 21:00:00,-0.005534392725848957,1.0215353559868503
2008-01-31 21:00:00,0.002546046806247683,1.0241395466062606
2008-02-01 21:00:00,0.002883560892621215,1.0270969772679068
2008-02-04 21:00:00,0.002457810508309603,1.0296244918152384
2008-02-05 21:00:00,-0.0010237846507087046,1.028570917473168
2008-02-06 21:00:00,-0.00480285657048489,1.0236426831587233
2008-02-07 21:00:00,0.00731926545810651,1.0311624818216767
2008-02-08 21:00:00,-0.0009289208647069139,1.0302050582316304
2008-02-11 21:00:00,0.003480447006562238,1.033796879288324
2008-02-12 21:00:00,0.0029049751716047336,1.036804399826376
2008-02-13 21:00:00,0.00414328853874436,1.0411090912442431
2008-02-14 21:00:00,-0.0023663892585538966,1.0386483345761253
2008-02-15 21:00:00,-0.0006331952570361105,1.0379908755488787
2008-02-18 21:00:00,0.006273293211168639,1.0445229640929903
2008-02-19 21:00:00,-0.006738904323762187,1.0375076879599372
2008-02-20 21:00:00,0.0015396997492445339,1.039106368715278
2008-02-21 21:00:00,-0.002078915509949308,1.036948398265197
2008-02-22 21:00:00,0.0028725969040958093,1.0399314154754877
2008-02-25 21:00:00,0.006833040121988763,1.047061641378627
2008-02-26 21:00:00,-0.000892245641840373,1.0461278218525212
2008-02-27 21:00:00,-0.005922157595544033,1.039950796737877
2008-02-28 21:00:00,-0.0031763042502024963,1.036652837036639
2008-02-29 21:00:00,-0.01481618268430759,1.021406821993429
2008-03-03 21:00:00,-0.0022275361294469376,1.0191341335820894
2008-03-04 21:00:00,-0.004600889090788684,1.0144559805487985
2008-03-05 21:00:00,0.006446932887193985,1.0210172374384072
2008-03-06 21:00:00,-0.007928673406725421,1.0129539331142305
2008-03-07 21:00:00,0.002289738920295689,1.015275990597519
2008-03-10 21:00:00,-0.012611233469487853,1.0025525060924847
2008-03-11 21:00:00,-0.0007751319270526396,1.0017756967402252
2008-03-12 21:00:00,-0.006871329830767244,0.9949157609432828
2008-03-13 21:00:00,-0.0038031385535010065,0.9911391445051798
2008-03-14 21:00:00,-0.015704156597702072,0.9756957205314867
2008-03-17 21:00:00,-0.005302325555572669,0.9705359556434088
2008-03-18 21:00:00,0.0018646249715610647,0.9723473294637092
2008-03-19 21:00:00,-0.005583829042594717,0.9669330385112335
2008-03-20 21:00:00,0.00041349842147293207,0.9673329464712849
2008-03-21 21:00:00,-0.0008110417268652016,0.9665487171522639
2008-03-24 21:00:00,0.0009952941300356002,0.9675111963123146
2008-03-25 21:00:00,0.005117065124507587,0.9724747025744166
