period,ba_pearson_r,er_pearson_r,cfg_pearson_r,rew_pearson_r,ba_ks,er_ks,cfg_ks,rew_ks,ba_wasserstein,er_wasserstein,cfg_wasserstein,rew_wasserstein,ba_top5_hub_overlap,er_top5_hub_overlap,max_degree_error,zero_degree_error,ba_beats_all_ks,ba_claim_status
normal,0.9404771596382208,0.9414726754051735,0.9877932521478681,0.9999999999999998,0.3491935483870968,0.4224193548387096,0.20629032258064517,0.0,2.1293102627471385,2.694377068158168,1.0971841441207075,0.2425861082206036,0.6,0.0,6.529999999999999,8.0,False,NOT_DISTINGUISHED
lehman,0.9449523675555979,0.9401325411697096,0.9887721991351396,1.0,0.41435483870967743,0.37258064516129036,0.18612903225806454,0.0,2.0896885015608744,2.6003570629552546,1.0943179630593132,0.22745721904266397,0.6,0.0,5.84,7.0,False,NOT_DISTINGUISHED
